date	temp
2016-04-04 03:35:02	69.8
2016-04-04 03:56:01	69.575
2016-04-04 03:57:01	69.8
2016-04-04 03:58:02	69.575
2016-04-04 04:18:01	69.35
2016-04-04 04:40:01	69.125
2016-04-04 05:04:01	68.9
2016-04-04 05:05:01	69.125
2016-04-04 05:06:01	68.9
2016-04-04 05:27:02	68.675
2016-04-04 05:49:02	68.45
2016-04-04 06:12:01	68.225
2016-04-04 06:35:02	68.0
2016-04-04 07:00:01	67.775
2016-04-04 07:22:01	67.55
2016-04-04 07:24:01	67.775
2016-04-04 07:25:01	67.55
2016-04-04 07:49:01	67.325
2016-04-04 08:20:01	67.1
2016-04-04 09:06:01	67.325
2016-04-04 09:12:01	67.55
2016-04-04 09:19:01	67.775
2016-04-04 09:27:01	68.0
2016-04-04 09:37:02	68.225
2016-04-04 09:44:01	68.45
2016-04-04 09:53:01	68.675
2016-04-04 10:02:02	68.9
2016-04-04 10:14:02	69.125
2016-04-04 10:27:02	69.35
2016-04-04 10:42:02	69.575
2016-04-04 11:02:01	69.8
2016-04-04 11:15:01	70.025
2016-04-04 11:30:01	70.25
2016-04-04 11:49:01	70.475
2016-04-04 12:08:01	70.7
2016-04-04 12:30:01	70.925
2016-04-04 12:47:02	71.15
2016-04-04 13:10:01	71.375
2016-04-04 13:31:01	71.6
2016-04-04 13:55:02	71.825
2016-04-04 14:05:02	72.05
2016-04-04 14:15:01	72.275
2016-04-04 14:25:01	72.5
2016-04-04 14:34:01	72.725
2016-04-04 14:46:01	72.95
2016-04-04 14:56:01	73.175
2016-04-04 15:08:01	73.4
2016-04-04 15:20:02	73.625
2016-04-04 15:34:01	73.85
2016-04-04 15:46:01	74.075
2016-04-04 15:58:01	74.3
2016-04-04 16:23:01	74.525
2016-04-04 16:38:01	74.75
2016-04-04 16:54:01	74.975
2016-04-04 17:14:01	75.2
2016-04-04 17:33:01	75.425
2016-04-04 18:08:01	75.65
2016-04-04 18:49:02	75.875
2016-04-04 18:54:01	75.65
2016-04-04 18:55:02	75.875
2016-04-04 18:57:01	75.65
2016-04-04 21:04:01	75.425
2016-04-04 22:04:01	75.2
2016-04-04 22:47:01	74.975
2016-04-04 23:29:02	74.75
2016-04-04 23:30:01	74.975
2016-04-04 23:31:01	74.75
2016-04-05 00:05:01	74.525
2016-04-05 00:43:02	74.3
2016-04-05 01:20:02	74.075
2016-04-05 01:21:01	74.3
2016-04-05 01:22:01	74.075
2016-04-05 01:43:01	73.4
2016-04-05 01:44:01	72.275
2016-04-05 01:47:01	72.5
2016-04-05 01:48:02	72.725
2016-04-05 01:50:01	72.95
2016-04-05 01:52:01	73.175
2016-04-05 01:57:02	73.4
2016-04-05 02:04:02	73.625
2016-04-05 02:49:01	73.4
2016-04-05 03:18:02	73.175
2016-04-05 03:48:01	72.95
2016-04-05 04:16:01	72.725
2016-04-05 04:44:01	72.5
2016-04-05 05:08:01	72.275
2016-04-05 05:37:01	72.05
2016-04-05 05:58:01	71.825
2016-04-05 06:19:01	71.6
2016-04-05 06:42:01	71.375
2016-04-05 06:43:02	71.6
2016-04-05 06:45:01	71.375
2016-04-05 07:02:01	71.15
2016-04-05 07:22:01	70.925
2016-04-05 07:45:02	70.7
2016-04-05 08:01:02	70.475
2016-04-05 08:34:01	70.25
2016-04-05 09:00:01	70.475
2016-04-05 09:01:02	70.25
2016-04-05 09:02:01	70.475
2016-04-05 09:04:02	70.25
2016-04-05 09:07:02	70.475
2016-04-05 09:11:01	70.7
2016-04-05 09:28:01	70.925
2016-04-05 09:43:02	71.15
2016-04-05 09:52:02	71.375
2016-04-05 10:05:01	71.6
2016-04-05 10:06:01	71.375
2016-04-05 10:07:02	71.6
2016-04-05 10:37:01	71.825
2016-04-05 10:57:01	72.05
2016-04-05 11:40:02	72.275
2016-04-05 11:45:01	72.05
2016-04-05 11:48:01	72.275
2016-04-05 13:36:01	72.05
2016-04-05 13:57:02	71.825
2016-04-05 14:45:01	71.6
2016-04-05 14:46:01	71.825
2016-04-05 14:47:02	71.6
2016-04-05 14:48:01	71.825
2016-04-05 14:51:01	71.6
2016-04-05 14:52:01	71.825
2016-04-05 15:16:01	72.05
2016-04-05 15:18:02	71.825
2016-04-05 15:19:01	72.05
2016-04-05 15:29:01	71.825
2016-04-05 15:30:02	72.05
2016-04-05 15:34:01	72.275
2016-04-05 15:36:01	72.05
2016-04-05 16:36:01	72.275
2016-04-05 17:18:01	72.5
2016-04-05 17:19:01	72.275
2016-04-05 17:20:01	72.5
2016-04-05 17:21:01	72.275
2016-04-05 17:31:02	72.05
2016-04-05 17:42:01	72.275
2016-04-05 19:00:01	72.05
2016-04-05 19:01:01	72.275
2016-04-05 19:02:01	72.05
2016-04-05 19:27:01	71.825
2016-04-05 20:01:01	71.6
2016-04-05 20:25:02	71.375
2016-04-05 20:58:01	71.15
2016-04-05 21:22:01	70.925
2016-04-05 21:45:02	70.7
2016-04-05 22:08:01	70.475
2016-04-05 22:25:02	70.25
2016-04-05 22:53:02	70.025
2016-04-05 23:12:01	69.8
2016-04-05 23:30:01	69.575
2016-04-05 23:48:02	69.35
2016-04-06 00:06:02	69.125
2016-04-06 00:25:01	68.9
2016-04-06 00:43:02	68.675
2016-04-06 01:02:01	68.45
2016-04-06 01:03:02	68.675
2016-04-06 01:04:01	68.45
2016-04-06 01:19:01	68.225
2016-04-06 01:37:02	68.0
2016-04-06 01:54:01	67.775
2016-04-06 02:14:02	67.55
2016-04-06 02:30:01	67.325
2016-04-06 02:50:02	67.1
2016-04-06 03:07:01	66.875
2016-04-06 03:25:02	66.65
2016-04-06 03:44:01	66.425
2016-04-06 04:03:01	66.2
2016-04-06 04:20:01	65.975
2016-04-06 04:21:02	66.2
2016-04-06 04:22:01	65.975
2016-04-06 04:39:01	65.75
2016-04-06 04:59:01	65.525
2016-04-06 05:18:01	65.3
2016-04-06 05:37:01	65.075
2016-04-06 05:56:01	64.85
2016-04-06 06:15:02	64.625
2016-04-06 06:33:02	64.4
2016-04-06 06:49:01	64.175
2016-04-06 07:11:01	63.95
2016-04-06 07:12:01	64.175
2016-04-06 07:13:01	63.95
